,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,BuildAge,RemodAge,GarageAge,SalePrice
1085,1086,85,RL,73.0,9069,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,Av,6,747,1,0,189,936,GasA,5,1,SBrkr,996,0,0,996,1,0,1,0,2,1,4,5,Typ,0,0,Attchd,Unf,2,564,3,3,Y,120,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,18,18,18,147000
1086,1087,160,RM,0.0,1974,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,No,4,334,1,0,212,546,GasA,3,1,SBrkr,546,546,0,1092,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,RFn,1,286,3,3,Y,120,96,0,0,0,0,0,None,None,0,5,2010,WD,Normal,37,37,37,83500
1087,1088,60,FV,85.0,10574,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Mn,1,0,1,0,1082,1082,GasA,5,1,SBrkr,1082,871,0,1953,0,0,2,1,3,1,4,9,Typ,1,4,Attchd,RFn,3,1043,3,3,Y,160,50,0,0,0,0,0,None,None,0,5,2009,WD,Normal,4,3,4,252000
1088,1089,160,RM,24.0,2522,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,No,1,0,1,0,970,970,GasA,5,1,SBrkr,970,739,0,1709,0,0,2,0,3,1,4,7,Maj1,0,0,Detchd,Unf,2,380,3,3,Y,0,40,0,0,0,0,0,None,None,0,4,2006,WD,Normal,2,2,2,137500
1089,1090,120,FV,37.0,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,No,6,1039,1,0,208,1247,GasA,5,1,SBrkr,1247,0,0,1247,1,0,1,1,1,1,4,4,Typ,1,4,Attchd,Fin,2,550,3,3,Y,0,84,0,0,0,0,0,None,None,0,4,2006,WD,Normal,1,1,1,197000
1090,1091,90,RL,60.0,8544,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,Slab,0,0,None,0,0,0,0,0,0,Wall,2,0,FuseA,1040,0,0,1040,0,0,2,0,2,2,3,6,Typ,0,0,Detchd,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,59,59,22,92900
1091,1092,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4,3,No,4,510,1,0,90,600,GasA,5,1,SBrkr,624,628,0,1252,1,0,2,1,2,1,4,4,Typ,0,0,Detchd,Unf,2,462,3,3,Y,0,48,0,0,0,0,0,None,None,0,3,2008,WD,Normal,9,8,9,160000
1092,1093,50,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,No,3,423,1,0,758,1181,GasA,2,1,SBrkr,1390,304,0,1694,0,0,2,0,4,1,3,7,Typ,1,4,Detchd,Unf,2,576,3,3,Y,342,0,128,0,0,0,0,None,None,0,6,2008,WD,Normal,83,58,83,136500
1093,1094,20,RL,71.0,9230,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3,3,Mn,6,661,1,0,203,864,GasA,4,1,SBrkr,1200,0,0,1200,1,0,1,1,1,1,4,6,Typ,0,0,Detchd,Unf,2,884,3,3,Y,0,64,0,0,0,0,0,MnPrv,None,0,10,2006,WD,Normal,41,8,29,146000
1094,1095,20,RL,74.0,5868,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,4,248,3,240,448,936,GasA,5,1,SBrkr,936,0,0,936,1,0,1,0,2,1,3,4,Typ,0,0,Attchd,Fin,1,308,3,3,Y,0,0,80,0,160,0,0,None,None,0,5,2010,WD,Normal,54,10,54,129000
1095,1096,20,RL,78.0,9317,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,6,24,1,0,1290,1314,GasA,4,1,SBrkr,1314,0,0,1314,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,RFn,2,440,3,3,Y,0,22,0,0,0,0,0,None,None,0,3,2007,WD,Normal,1,1,1,176432
1096,1097,70,RM,60.0,6882,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,No,1,0,1,0,684,684,GasA,3,1,SBrkr,773,582,0,1355,0,0,1,1,3,1,4,7,Typ,0,0,None,None,0,0,0,0,Y,136,0,115,0,0,0,0,None,None,0,3,2007,WD,Normal,93,1,0,127000
1097,1098,120,RL,0.0,3696,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,No,1,0,1,0,1074,1074,GasA,5,1,SBrkr,1088,0,0,1088,0,0,1,1,2,1,4,5,Typ,0,0,Attchd,RFn,2,461,3,3,Y,0,74,137,0,0,0,0,None,None,0,10,2007,WD,Normal,21,21,20,170000
1098,1099,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,No,4,672,1,0,0,672,GasA,3,1,SBrkr,757,567,0,1324,0,0,1,0,3,1,3,6,Typ,0,0,Detchd,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,None,None,0,7,2009,WD,Normal,73,59,73,128000
1099,1100,20,RL,82.0,11880,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,3,CBlock,4,3,No,5,704,1,0,567,1271,GasA,3,1,SBrkr,1601,0,0,1601,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,RFn,2,478,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2009,COD,Abnorml,31,31,31,157000
1100,1101,30,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,No,3,290,1,0,0,290,GasA,3,0,FuseF,438,0,0,438,0,0,1,0,1,1,2,3,Typ,0,0,Detchd,Unf,1,246,3,3,N,0,0,0,0,0,0,0,None,None,0,1,2009,WD,Normal,89,59,79,60000
1101,1102,20,RL,61.0,9758,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,MetalSd,None,0.0,3,3,CBlock,3,3,No,4,412,2,287,251,950,GasA,3,1,SBrkr,950,0,0,950,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,None,None,0,7,2007,WD,Normal,36,36,26,119500
1102,1103,20,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,3,CBlock,3,3,No,3,588,1,0,422,1010,GasA,5,1,SBrkr,1134,0,0,1134,0,0,1,0,2,1,3,6,Typ,0,0,Attchd,RFn,1,254,3,3,Y,0,16,0,0,0,0,0,MnWw,None,0,4,2007,WD,Family,47,5,47,135000
1103,1104,20,RL,79.0,8910,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,Mn,5,655,1,0,0,655,GasA,5,1,SBrkr,1194,0,0,1194,0,1,1,0,3,1,3,6,Typ,1,2,BuiltIn,Fin,2,539,3,3,Y,0,0,192,0,0,0,0,None,None,0,7,2006,WD,Normal,47,47,52,159500
1104,1105,160,RM,24.0,2016,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,3,3,CBlock,3,3,No,1,0,1,0,630,630,GasA,3,1,SBrkr,630,672,0,1302,0,0,2,1,3,1,3,6,Typ,0,0,Detchd,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2007,WD,Normal,37,37,37,106000
1105,1106,60,RL,98.0,12256,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5,3,Av,6,1032,1,0,431,1463,GasA,5,1,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,4,9,Typ,2,3,Attchd,RFn,2,712,3,3,Y,186,32,0,0,0,0,0,None,None,0,4,2010,WD,Normal,16,15,16,325000
1106,1107,20,RL,114.0,10357,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,Mn,6,738,1,0,172,910,GasA,4,1,SBrkr,1442,0,0,1442,1,0,2,0,3,1,4,6,Typ,1,3,Attchd,Fin,2,719,3,3,Y,0,244,0,0,0,0,0,None,None,0,5,2007,WD,Normal,17,16,17,179900
1107,1108,60,RL,168.0,23257,Pave,None,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,No,1,0,1,0,868,868,GasA,5,1,SBrkr,887,1134,0,2021,0,0,2,1,3,1,4,9,Typ,1,4,BuiltIn,RFn,2,422,3,3,Y,0,100,0,0,0,0,0,None,None,0,9,2006,New,Partial,0,0,0,274725
1108,1109,60,RL,0.0,8063,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,1,0,1,0,924,924,GasA,5,1,SBrkr,948,742,0,1690,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,RFn,2,463,3,3,Y,100,48,0,0,0,0,0,None,None,0,11,2007,WD,Abnorml,7,7,7,181000
1109,1110,20,RL,107.0,11362,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,4,3,PConc,5,3,Mn,6,1039,1,0,797,1836,GasA,5,1,SBrkr,1836,0,0,1836,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,Fin,3,862,3,3,Y,125,185,0,0,0,0,0,None,None,0,3,2009,WD,Normal,5,4,5,280000
1110,1111,60,RL,0.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,No,6,219,1,0,554,773,GasA,4,1,SBrkr,773,885,0,1658,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,Fin,2,431,3,3,Y,224,84,0,0,0,0,0,None,None,0,6,2008,WD,Normal,13,12,13,188000
1111,1112,60,RL,80.0,10480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3,3,No,5,403,1,0,400,803,GasA,3,1,SBrkr,1098,866,0,1964,0,0,2,1,4,1,3,8,Typ,1,4,Attchd,RFn,2,483,3,3,Y,0,69,0,0,0,0,0,None,None,0,9,2008,WD,Normal,32,32,32,205000
1112,1113,20,RL,73.0,7100,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,No,6,708,1,0,108,816,GasA,3,1,FuseA,816,0,0,816,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,1,308,3,3,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,49,49,49,129900
1113,1114,20,RL,66.0,8923,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,4,643,1,0,365,1008,GasA,4,1,SBrkr,1008,0,0,1008,1,0,1,0,2,1,4,6,Typ,0,0,Attchd,Unf,1,240,3,3,Y,0,18,0,0,0,0,0,None,None,0,5,2007,WD,Normal,54,1,54,134500
1114,1115,20,RL,90.0,5400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,3,415,1,0,418,833,GasA,5,1,SBrkr,833,0,0,833,0,0,1,0,2,1,4,4,Typ,0,0,Detchd,Unf,1,326,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,8,2006,WD,Normal,52,6,51,117000
1115,1116,20,RL,93.0,12085,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,4,3,PConc,5,3,No,6,1004,1,0,730,1734,GasA,5,1,SBrkr,1734,0,0,1734,1,0,2,0,3,1,5,7,Typ,1,4,Attchd,RFn,3,928,3,3,Y,0,0,0,0,0,0,0,None,None,0,11,2007,New,Partial,0,0,0,318000
1116,1117,80,RL,0.0,7750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,6,353,1,0,55,408,GasA,5,1,SBrkr,779,640,0,1419,1,0,2,1,3,1,4,7,Typ,1,3,BuiltIn,Fin,2,527,3,3,Y,120,0,0,0,0,0,0,None,None,0,3,2009,WD,Normal,7,7,7,184100
1117,1118,20,RL,57.0,9764,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,4,702,1,0,192,894,GasA,5,1,SBrkr,894,0,0,894,1,0,1,0,3,1,4,5,Typ,0,0,Attchd,RFn,2,450,3,3,Y,0,0,0,0,0,0,0,None,None,0,5,2008,WD,Normal,41,5,41,130000
1118,1119,80,RL,85.0,13825,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,1,0,1,0,533,533,GasA,3,1,SBrkr,1021,580,0,1601,0,1,1,0,3,1,3,6,Min2,0,0,BuiltIn,RFn,1,300,3,3,Y,280,34,0,0,0,0,0,None,None,0,12,2008,WD,Normal,50,21,50,140000
1119,1120,20,RL,70.0,7560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,2,369,1,0,671,1040,GasA,3,1,FuseA,1040,0,0,1040,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,RFn,1,286,3,3,Y,140,0,252,0,0,0,0,GdWo,None,0,7,2006,WD,Normal,47,47,47,133700
1120,1121,30,RM,59.0,8263,Pave,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,3,3,No,1,0,1,0,1012,1012,GasA,3,1,FuseA,1012,0,0,1012,0,0,1,0,2,1,3,6,Typ,1,4,Detchd,Unf,1,308,3,3,Y,0,22,112,0,0,0,0,MnPrv,None,0,5,2007,WD,Normal,87,57,87,118400
1121,1122,20,RL,84.0,10084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,Av,6,24,1,0,1528,1552,GasA,5,1,SBrkr,1552,0,0,1552,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,RFn,3,782,3,3,Y,144,20,0,0,0,0,0,None,None,0,7,2006,New,Partial,1,0,1,212900
1122,1123,20,RL,0.0,8926,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,No,1,0,1,0,672,672,GasA,5,1,FuseA,960,0,0,960,0,0,1,0,3,1,3,5,Typ,0,0,Basment,Unf,1,288,3,3,Y,64,0,0,0,160,0,0,MnPrv,None,0,10,2009,COD,Abnorml,53,53,53,112000
1123,1124,20,RL,50.0,9405,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,5,CBlock,3,3,No,1,0,1,0,698,698,GasA,5,1,SBrkr,698,0,0,698,0,1,1,0,2,1,3,4,Typ,0,0,None,None,0,0,0,0,Y,0,200,0,0,0,0,0,None,None,0,6,2009,WD,Normal,62,1,0,118000
1124,1125,80,RL,0.0,9125,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,3,3,PConc,4,3,No,1,0,1,0,384,384,GasA,4,1,SBrkr,812,670,0,1482,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,Fin,2,392,3,3,Y,100,25,0,0,0,0,0,None,None,0,7,2007,WD,Normal,15,15,15,163900
1125,1126,20,RL,60.0,10434,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,No,1,0,1,0,1005,1005,GasA,3,1,SBrkr,1005,0,0,1005,0,0,1,0,2,1,2,5,Typ,1,3,Detchd,Unf,2,672,2,2,Y,0,0,0,0,0,0,0,None,None,0,11,2009,WD,Normal,54,54,32,115000
1126,1127,120,RL,53.0,3684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,No,1,0,1,0,1373,1373,GasA,5,1,SBrkr,1555,0,0,1555,0,0,2,0,2,1,4,7,Typ,1,3,Attchd,Fin,3,660,3,3,Y,143,20,0,0,0,0,0,None,None,0,6,2009,WD,Normal,2,2,2,174000
1127,1128,20,RL,182.0,14572,Pave,None,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,6,1300,1,0,230,1530,GasA,5,1,SBrkr,1530,0,0,1530,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,Fin,3,630,3,3,Y,144,36,0,0,0,0,0,None,None,0,11,2007,WD,Family,3,3,3,259000
1128,1129,60,RL,59.0,11796,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,1,0,1,0,847,847,GasA,5,1,SBrkr,847,1112,0,1959,0,0,2,1,4,1,4,8,Typ,1,4,BuiltIn,Fin,2,434,3,3,Y,100,48,0,0,0,0,0,None,None,0,7,2007,WD,Normal,3,2,3,215000
1129,1130,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,4,3,Gd,6,936,1,0,0,936,GasA,3,1,SBrkr,936,0,0,936,1,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,2,672,3,3,Y,49,0,0,0,0,0,0,None,None,0,8,2007,WD,Normal,27,27,27,140000
1130,1131,50,RL,65.0,7804,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,BrkTil,3,3,No,4,622,1,0,500,1122,GasA,3,1,SBrkr,1328,653,0,1981,1,0,2,0,4,1,4,7,Min2,2,3,Detchd,Unf,2,576,3,3,Y,431,44,0,0,0,0,0,MnPrv,None,0,12,2009,WD,Normal,81,59,28,135000
1131,1132,20,RL,63.0,10712,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,Mn,4,212,1,0,762,974,GasA,3,1,SBrkr,974,0,0,974,0,0,1,0,3,1,3,5,Typ,0,0,None,None,0,0,0,0,Y,0,28,0,0,0,0,0,MnPrv,None,0,9,2007,Oth,Abnorml,16,15,0,93500
1132,1133,70,RM,90.0,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,Mn,1,0,1,0,1008,1008,GasW,3,1,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,2,8,Typ,0,0,Detchd,Unf,1,205,2,3,N,0,48,0,0,0,0,0,None,None,0,5,2007,WD,Normal,127,57,77,117500
1133,1134,60,RL,80.0,9828,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,6,584,1,0,544,1128,GasA,5,1,SBrkr,1142,878,0,2020,0,0,2,1,3,1,4,8,Typ,1,3,Attchd,RFn,2,466,3,3,Y,0,155,0,0,0,0,0,None,None,0,6,2009,WD,Normal,14,14,14,239500
1134,1135,60,RL,57.0,8773,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,Av,1,0,1,0,916,916,GasA,4,1,SBrkr,916,684,0,1600,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,Fin,2,460,3,3,Y,100,38,0,0,0,0,0,None,None,0,8,2007,WD,Normal,10,10,10,169000
1135,1136,30,RM,60.0,6180,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,1,0,1,0,960,960,GasA,3,0,SBrkr,986,0,0,986,0,0,1,0,2,1,3,5,Typ,1,4,Detchd,Unf,1,180,3,3,Y,0,128,0,0,0,0,0,None,None,0,5,2007,WD,Normal,81,57,81,102000
1136,1137,50,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,4,280,1,0,752,1032,GasA,3,1,FuseA,1032,220,0,1252,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,288,3,3,Y,0,0,96,0,0,0,0,None,None,0,4,2008,WD,Abnorml,58,58,58,119000
1137,1138,50,RL,54.0,6342,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,No,1,0,1,0,780,780,GasA,4,0,SBrkr,780,240,0,1020,0,0,1,0,2,1,3,6,Typ,0,0,None,None,0,0,0,0,N,0,0,176,0,0,0,0,None,None,0,5,2010,WD,Normal,135,14,0,94000
1138,1139,20,RL,0.0,9819,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,3,3,PConc,3,3,Gd,5,1567,1,0,0,1567,GasA,3,1,SBrkr,1567,0,0,1567,1,0,2,0,2,1,4,5,Typ,2,3,Attchd,RFn,2,714,3,3,Y,264,32,0,0,0,0,0,None,None,0,5,2009,WD,Normal,32,32,32,196000
1139,1140,30,RL,98.0,8731,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,BrkTil,3,3,No,4,645,1,0,270,915,GasA,3,1,SBrkr,1167,0,0,1167,0,0,1,0,3,1,3,6,Maj1,1,4,Detchd,Unf,2,495,3,3,Y,0,0,216,0,126,0,0,None,None,0,5,2007,WD,Normal,87,57,35,144000
1140,1141,20,RL,60.0,7350,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,Mn,5,852,1,0,100,952,GasA,3,1,SBrkr,952,0,0,952,1,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,2,840,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2008,COD,Abnorml,57,57,20,139000
